Date,traffic,V1&V2,V3,V4,V5&V6&V7
2019-12-16,16297,10593,3096,1140,2387
2019-12-17,19228,12498,3653,1345,2816
2019-12-18,19833,12891,3768,1388,2905
2019-12-19,19659,12778,3735,1376,2880
2019-12-20,19743,12832,3751,1382,2892
2019-12-21,20453,13294,3886,1431,2996
2019-12-22,20778,13505,3947,1454,3043
2019-12-23,16499,10724,3134,1154,2417
2019-12-24,19935,12957,3787,1395,2920
2019-12-25,21668,14084,4116,1516,3174
2019-12-26,22689,14747,4310,1588,3323
2019-12-27,22283,14483,4233,1559,3264
2019-12-28,19138,12439,3636,1339,2803
2019-12-29,23365,15187,4439,1635,3422
2019-12-30,27437,17834,5213,1920,4019
2019-12-31,23964,15576,4553,1677,3510
2020-01-01,20549,13356,3904,1438,3010
2020-01-02,21251,13813,4037,1487,3113
2020-01-03,21091,13709,4007,1476,3089
2020-01-04,23544,15303,4473,1648,3449
2020-01-05,22778,14805,4327,1594,3336
2020-01-06,26098,16963,4958,1826,3823
2020-01-07,28128,18283,5344,1968,4120
2020-01-08,26714,17364,5075,1869,3913
2020-01-09,21220,13793,4031,1485,3108
2020-01-10,22081,14352,4195,1545,3234
2020-01-11,21038,13674,3997,1472,3082
2020-01-12,23189,15072,4405,1623,3397
2020-01-13,19247,12510,3656,1347,2819
2020-01-14,18673,12137,3547,1307,2735
2020-01-15,19746,12834,3751,1382,2892
2020-01-16,19771,12851,3756,1383,2896
2020-01-17,20785,13510,3949,1454,3045
2020-01-18,18543,12052,3523,1298,2716
2020-01-19,29355,19080,5577,2054,4300
2020-01-20,22655,14725,4304,1585,3318
2020-01-21,18806,12223,3573,1316,2755
2020-01-22,21092,13709,4007,1476,3089
2020-01-23,21109,13720,4010,1477,3092
2020-01-24,20983,13638,3986,1468,3074
2020-01-25,21882,14223,4157,1531,3205
2020-01-26,22375,14543,4251,1566,3277
2020-01-27,21590,14033,4102,1511,3162
2020-01-28,20112,13072,3821,1407,2946
2020-01-29,19673,12787,3737,1377,2882
2020-01-30,24948,16216,4740,1746,3654
2020-01-31,20983,13638,3986,1468,3074
2020-02-01,28218,18341,5361,1975,4133
2020-02-02,25535,16597,4851,1787,3740
2020-02-03,27049,17581,5139,1893,3962
2020-02-04,27651,17973,5253,1935,4050
2020-02-05,27636,17963,5250,1934,4048
2020-02-06,28040,18226,5327,1962,4107
2020-02-07,28619,18602,5437,2003,4192
2020-02-08,29149,18946,5538,2040,4270
2020-02-09,24418,15871,4639,1709,3577
2020-02-10,26464,17201,5028,1852,3876
2020-02-11,26806,17423,5093,1876,3927
2020-02-12,25991,16894,4938,1819,3807
2020-02-13,26162,17005,4970,1831,3832
2020-02-14,27046,17579,5138,1893,3962
2020-02-15,28577,18575,5429,2000,4186
2020-02-16,24369,15839,4630,1705,3570
2020-02-17,25832,16790,4908,1808,3784
2020-02-18,25936,16858,4927,1815,3799
2020-02-19,25153,16349,4779,1760,3684
2020-02-20,26050,16932,4949,1823,3816
2020-02-21,26914,17494,5113,1883,3942
2020-02-22,27347,17775,5195,1914,4006
2020-02-23,20017,13011,3803,1401,2932
2020-02-24,24341,15821,4624,1703,3565
2020-02-25,25183,16368,4784,1762,3689
2020-02-26,25575,16623,4859,1790,3746
2020-02-27,24917,16196,4734,1744,3650
2020-02-28,26468,17204,5028,1852,3877
2020-02-29,25692,16699,4881,1798,3763
2020-03-01,20462,13300,3887,1432,2997
2020-03-02,21257,13817,4038,1487,3114
2020-03-03,24357,15832,4627,1704,3568
2020-03-04,24771,16101,4706,1733,3628
2020-03-05,25203,16381,4788,1764,3692
2020-03-06,25321,16458,4810,1772,3709
2020-03-07,25653,16674,4874,1795,3758
2020-03-08,20159,13103,3830,1411,2953
2020-03-09,24426,15876,4640,1709,3578
2020-03-10,24903,16186,4731,1743,3648
2020-03-11,25509,16580,4846,1785,3737
2020-03-12,25703,16706,4883,1799,3765
2020-03-13,25669,16684,4877,1796,3760
2020-03-14,24834,16142,4718,1738,3638
2020-03-15,18950,12317,3600,1326,2776
2020-03-16,22936,14908,4357,1605,3360
2020-03-17,22684,14744,4309,1587,3323
2020-03-18,22653,14724,4304,1585,3318
2020-03-19,22574,14673,4289,1580,3307
2020-03-20,22874,14868,4346,1601,3351
2020-03-21,23236,15103,4414,1626,3404
2020-03-22,20982,13638,3986,1468,3073
2020-03-23,20494,13321,3893,1434,3002
2020-03-24,21645,14069,4112,1515,3170
2020-03-25,21546,14004,4093,1508,3156
2020-03-26,21758,14142,4134,1523,3187
2020-03-27,22004,14302,4180,1540,3223
2020-03-28,24770,16100,4706,1733,3628
2020-03-29,22567,14668,4287,1579,3306
2020-03-30,25370,16490,4820,1775,3716
2020-03-31,25161,16354,4780,1761,3686
2020-04-01,24546,15954,4663,1718,3595
2020-04-02,25582,16628,4860,1790,3747
2020-04-03,21138,13739,4016,1479,3096
2020-04-04,24908,16190,4732,1743,3649
2020-04-05,19515,12684,3707,1366,2858
2020-04-06,15678,10190,2978,1097,2296
2020-04-07,16703,10856,3173,1169,2446
2020-04-08,16456,10696,3126,1151,2410
2020-04-09,16791,10914,3190,1175,2459
2020-04-10,17417,11321,3309,1219,2551
2020-04-11,16414,10669,3118,1148,2404
2020-04-12,20882,13573,3967,1461,3059
2020-04-13,16778,10905,3187,1174,2457
2020-04-14,18708,12160,3554,1309,2740
2020-04-15,20248,13161,3847,1417,2966
2020-04-16,21726,14121,4127,1520,3182
2020-04-17,15765,10247,2995,1103,2309
2020-04-18,14412,9367,2738,1008,2111
2020-04-19,15630,10159,2969,1094,2289
2020-04-20,20985,13640,3987,1468,3074
2020-04-21,17535,11397,3331,1227,2568
2020-04-22,20170,13110,3832,1411,2954
2020-04-23,19678,12790,3738,1377,2882
2020-04-24,19832,12890,3768,1388,2905
2020-04-25,18310,11901,3478,1281,2682
2020-04-26,13244,8608,2516,927,1940
2020-04-27,19625,12756,3728,1373,2875
2020-04-28,20160,13104,3830,1411,2953
2020-04-29,20976,13634,3985,1468,3072
2020-04-30,20775,13503,3947,1454,3043
2020-05-01,18269,11874,3471,1278,2676
2020-05-02,18125,11781,3443,1268,2655
2020-05-03,17376,11294,3301,1216,2545
2020-05-04,20009,13005,3801,1400,2931
2020-05-05,17597,11438,3343,1231,2577
2020-05-06,22348,14526,4246,1564,3273
2020-05-07,21993,14295,4178,1539,3221
2020-05-08,22674,14738,4308,1587,3321
2020-05-09,18856,12256,3582,1319,2762
2020-05-10,15108,9820,2870,1057,2213
2020-05-11,20409,13265,3877,1428,2989
2020-05-12,21356,13881,4057,1494,3128
2020-05-13,21629,14058,4109,1514,3168
2020-05-14,21087,13706,4006,1476,3089
2020-05-15,22190,14423,4216,1553,3250
2020-05-16,20739,13480,3940,1451,3038
2020-05-17,15738,10229,2990,1101,2305
2020-05-18,22270,14475,4231,1558,3262
2020-05-19,23357,15182,4437,1634,3421
2020-05-20,22471,14606,4269,1572,3292
2020-05-21,22504,14627,4275,1575,3296
2020-05-22,22459,14598,4267,1572,3290
2020-05-23,18642,12117,3541,1304,2731
2020-05-24,14436,9383,2742,1010,2114
2020-05-25,20728,13473,3938,1450,3036
2020-05-26,22512,14632,4277,1575,3298
2020-05-27,22799,14819,4331,1595,3340
2020-05-28,18393,11955,3494,1287,2694
2020-05-29,21872,14216,4155,1531,3204
2020-05-30,20559,13363,3906,1439,3011
2020-05-31,14956,9721,2841,1046,2191
2020-06-01,21799,14169,4141,1525,3193
2020-06-02,22563,14665,4286,1579,3305
2020-06-03,22392,14554,4254,1567,3280
2020-06-04,21464,13951,4078,1502,3144
2020-06-05,21831,14190,4147,1528,3198
2020-06-06,20904,13587,3971,1463,3062
2020-06-07,14465,9402,2748,1012,2119
2020-06-08,19432,12630,3692,1360,2846
2020-06-09,21234,13802,4034,1486,3110
2020-06-10,21338,13869,4054,1493,3126
2020-06-11,21671,14086,4117,1516,3174
2020-06-12,22097,14363,4198,1546,3237
2020-06-13,21105,13718,4009,1477,3091
2020-06-14,14570,9470,2768,1019,2134
2020-06-15,21983,14288,4176,1538,3220
2020-06-16,22418,14571,4259,1569,3284
2020-06-17,22778,14805,4327,1594,3336
2020-06-18,23379,15196,4442,1636,3425
2020-06-19,22311,14502,4239,1561,3268
2020-06-20,21171,13761,4022,1481,3101
2020-06-21,11965,7777,2273,837,1752
2020-06-22,21717,14116,4126,1520,3181
2020-06-23,22331,14515,4242,1563,3271
2020-06-24,22405,14563,4256,1568,3282
2020-06-25,22255,14465,4228,1557,3260
2020-06-26,22820,14833,4335,1597,3343
2020-06-27,22521,14638,4278,1576,3299
2020-06-28,16644,10818,3162,1165,2438
2020-06-29,21256,13816,4038,1487,3114
2020-06-30,15870,10315,3015,1110,2324
2020-07-01,22140,14391,4206,1549,3243
2020-07-02,17790,11563,3380,1245,2606
2020-07-03,17790,11563,3380,1245,2606
2020-07-04,21663,14080,4115,1516,3173
2020-07-05,20192,13124,3836,1413,2958
2020-07-06,17869,11614,3395,1250,2617
2020-07-07,19328,12563,3672,1352,2831
2020-07-08,17084,11104,3245,1195,2502
2020-07-09,16422,10674,3120,1149,2405
2020-07-10,22870,14865,4345,1600,3350
2020-07-11,16606,10793,3155,1162,2432
2020-07-12,12467,8103,2368,872,1826
2020-07-13,20317,13206,3860,1422,2976
2020-07-14,22200,14430,4218,1554,3252
2020-07-15,21636,14063,4110,1514,3169
2020-07-16,21717,14116,4126,1520,3181
2020-07-17,22861,14859,4343,1600,3349
2020-07-18,22996,14947,4369,1609,3368
2020-07-19,16762,10895,3184,1173,2455
2020-07-20,23906,15538,4542,1673,3502
2020-07-21,24436,15883,4642,1710,3579
2020-07-22,24410,15866,4637,1708,3576
2020-07-23,24315,15804,4619,1702,3562
2020-07-24,25605,16643,4864,1792,3751
2020-07-25,24409,15865,4637,1708,3575
2020-07-26,16176,10514,3073,1132,2369
2020-07-27,22925,14901,4355,1604,3358
2020-07-28,24350,15827,4626,1704,3567
2020-07-29,24757,16092,4703,1732,3626
2020-07-30,24843,16147,4720,1739,3639
2020-07-31,16442,10687,3123,1150,2408
2020-08-01,21183,13768,4024,1482,3103
2020-08-02,18536,12048,3521,1297,2715
2020-08-03,22398,14558,4255,1567,3281
2020-08-04,23029,14968,4375,1612,3373
2020-08-05,22581,14677,4290,1580,3308
2020-08-06,22856,14856,4342,1599,3348
2020-08-07,22571,14671,4288,1579,3306
2020-08-08,22604,14692,4294,1582,3311
2020-08-09,17340,11271,3294,1213,2540
2020-08-10,23595,15336,4483,1651,3456
2020-08-11,24719,16067,4696,1730,3621
2020-08-12,23225,15096,4412,1625,3402
2020-08-13,25033,16271,4756,1752,3667
2020-08-14,24052,15633,4569,1683,3523
2020-08-15,24000,15600,4560,1680,3516
2020-08-16,17713,11513,3365,1239,2594
2020-08-17,25579,16626,4860,1790,3747
2020-08-18,19126,12431,3633,1338,2801
2020-08-19,22042,14327,4187,1542,3229
2020-08-20,23902,15536,4541,1673,3501
2020-08-21,25270,16425,4801,1768,3702
2020-08-22,20168,13109,3831,1411,2954
2020-08-23,18209,11835,3459,1274,2667
2020-08-24,24296,15792,4616,1700,3559
2020-08-25,25024,16265,4754,1751,3666
2020-08-26,24802,16121,4712,1736,3633
2020-08-27,25651,16673,4873,1795,3757
2020-08-28,26635,17312,5060,1864,3902
2020-08-29,25776,16754,4897,1804,3776
2020-08-30,20814,13529,3954,1456,3049
2020-08-31,25575,16623,4859,1790,3746
2020-09-01,25212,16387,4790,1764,3693
2020-09-02,25664,16681,4876,1796,3759
2020-09-03,27147,17645,5157,1900,3977
2020-09-04,25691,16699,4881,1798,3763
2020-09-05,26276,17079,4992,1839,3849
2020-09-06,20732,13475,3939,1451,3037
2020-09-07,24010,15606,4561,1680,3517
2020-09-08,26226,17046,4982,1835,3842
2020-09-09,27391,17804,5204,1917,4012
2020-09-10,24143,15692,4587,1690,3536
2020-09-11,20552,13358,3904,1438,3010
2020-09-12,20431,13280,3881,1430,2993
2020-09-13,15011,9757,2852,1050,2199
2020-09-14,22727,14772,4318,1590,3329
2020-09-15,24671,16036,4687,1726,3614
2020-09-16,25648,16671,4873,1795,3757
2020-09-17,25766,16747,4895,1803,3774
2020-09-18,26333,17116,5003,1843,3857
2020-09-19,25619,16652,4867,1793,3753
2020-09-20,21005,13653,3990,1470,3077
2020-09-21,24634,16012,4680,1724,3608
2020-09-22,26237,17054,4985,1836,3843
2020-09-23,26418,17171,5019,1849,3870
2020-09-24,26370,17140,5010,1845,3863
2020-09-25,27458,17847,5217,1922,4022
2020-09-26,20569,13369,3908,1439,3013
2020-09-27,21587,14031,4101,1511,3162
2020-09-28,22046,14329,4188,1543,3229
2020-09-29,25326,16461,4811,1772,3710
2020-09-30,25288,16437,4804,1770,3704
2020-10-01,24433,15881,4642,1710,3579
2020-10-02,21979,14286,4176,1538,3219
2020-10-03,18545,12054,3523,1298,2716
2020-10-04,19234,12502,3654,1346,2817
2020-10-05,24320,15808,4620,1702,3562
2020-10-06,27783,18058,5278,1944,4070
2020-10-07,26801,17420,5092,1876,3926
2020-10-08,27321,17758,5190,1912,4002
2020-10-09,27910,18141,5302,1953,4088
2020-10-10,26119,16977,4962,1828,3826
2020-10-11,21081,13702,4005,1475,3088
2020-10-12,26104,16967,4959,1827,3824
2020-10-13,24806,16123,4713,1736,3634
2020-10-14,27642,17967,5251,1934,4049
2020-10-15,27217,17691,5171,1905,3987
2020-10-16,27801,18070,5282,1946,4072
2020-10-17,26718,17366,5076,1870,3914
2020-10-18,22655,14725,4304,1585,3318
2020-10-19,26447,17190,5024,1851,3874
2020-10-20,26785,17410,5089,1874,3924
2020-10-21,27123,17629,5153,1898,3973
2020-10-22,27120,17628,5152,1898,3973
2020-10-23,27947,18165,5309,1956,4094
2020-10-24,26911,17492,5113,1883,3942
2020-10-25,22435,14582,4262,1570,3286
2020-10-26,26654,17325,5064,1865,3904
2020-10-27,27239,17705,5175,1906,3990
2020-10-28,27190,17673,5166,1903,3983
2020-10-29,22817,14831,4335,1597,3342
2020-10-30,27931,18155,5306,1955,4091
2020-10-31,27645,17969,5252,1935,4049
2020-11-01,22206,14433,4219,1554,3253
2020-11-02,25642,16667,4871,1794,3756
2020-11-03,25912,16842,4923,1813,3796
2020-11-04,23295,15141,4426,1630,3412
2020-11-05,22972,14931,4364,1608,3365
2020-11-06,24946,16214,4739,1746,3654
2020-11-07,24559,15963,4666,1719,3597
2020-11-08,19905,12938,3781,1393,2916
2020-11-09,24021,15613,4563,1681,3519
2020-11-10,25027,16267,4755,1751,3666
2020-11-11,25708,16710,4884,1799,3766
2020-11-12,24939,16210,4738,1745,3653
2020-11-13,26379,17146,5012,1846,3864
2020-11-14,25657,16677,4874,1795,3758
2020-11-15,20512,13332,3897,1435,3005
2020-11-16,24677,16040,4688,1727,3615
2020-11-17,25447,16540,4834,1781,3727
2020-11-18,26218,17041,4981,1835,3840
2020-11-19,26165,17007,4971,1831,3833
2020-11-20,27423,17824,5210,1919,4017
2020-11-21,24791,16114,4710,1735,3631
2020-11-22,19370,12590,3680,1355,2837
2020-11-23,24162,15705,4590,1691,3539
2020-11-24,24213,15738,4600,1694,3547
2020-11-25,24400,15860,4636,1708,3574
2020-11-26,25289,16437,4804,1770,3704
2020-11-27,25543,16602,4853,1788,3742
2020-11-28,25110,16321,4770,1757,3678
2020-11-29,19701,12805,3743,1379,2886
2020-11-30,23113,15023,4391,1617,3386
2020-12-01,25757,16742,4893,1802,3773
2020-12-02,25694,16701,4881,1798,3764
2020-12-03,26173,17012,4972,1832,3834
2020-12-04,28322,18409,5381,1982,4149
2020-12-05,28340,18421,5384,1983,4151
2020-12-06,21293,13840,4045,1490,3119
2020-12-07,27129,17633,5154,1899,3974
2020-12-08,26441,17186,5023,1850,3873
2020-12-09,26273,17077,4991,1839,3848
2020-12-10,25996,16897,4939,1819,3808
2020-12-11,27330,17764,5192,1913,4003
2020-12-12,26837,17444,5099,1878,3931
2020-12-13,22091,14359,4197,1546,3236
2020-12-14,25815,16779,4904,1807,3781
2020-12-15,26159,17003,4970,1831,3832
2020-12-16,26574,17273,5049,1860,3893
2020-12-17,26799,17419,5091,1875,3926
2020-12-18,27477,17860,5220,1923,4025
2020-12-19,29249,19011,5557,2047,4284
2020-12-20,21887,14226,4158,1532,3206
2020-12-21,25208,16385,4789,1764,3692
2020-12-22,26595,17286,5053,1861,3896
2020-12-23,27406,17813,5207,1918,4014
2020-12-24,27379,17796,5202,1916,4011
2020-12-25,29133,18936,5535,2039,4267
2020-12-26,29082,18903,5525,2035,4260
2020-12-27,22858,14857,4343,1600,3348
2020-12-28,23247,15110,4416,1627,3405
2020-12-29,29037,18874,5517,2032,4253
2020-12-30,28203,18331,5358,1974,4131
2020-12-31,25965,16877,4933,1817,3803
2021-01-01,29302,19046,5567,2051,4292
2021-01-02,28209,18335,5359,1974,4132
2021-01-03,23282,15133,4423,1629,3410
2021-01-04,28552,18558,5424,1998,4182
2021-01-05,31225,20296,5932,2185,4574
2021-01-06,30828,20038,5857,2157,4516
2021-01-07,21670,14085,4117,1516,3174
2021-01-08,21185,13770,4025,1482,3103
2021-01-09,26859,17458,5103,1880,3934
2021-01-10,27064,17591,5142,1894,3964
2021-01-11,28384,18449,5392,1986,4158
2021-01-12,28768,18699,5465,2013,4214
2021-01-13,28315,18404,5379,1982,4148
2021-01-14,28009,18205,5321,1960,4103
2021-01-15,29435,19132,5592,2060,4312
2021-01-16,29690,19298,5641,2078,4349
2021-01-17,24707,16059,4694,1729,3619
2021-01-18,20408,13265,3877,1428,2989
2021-01-19,29410,19116,5587,2058,4308
2021-01-20,19301,12545,3667,1351,2827
2021-01-21,26590,17283,5052,1861,3895
2021-01-22,28630,18609,5439,2004,4194
2021-01-23,29398,19108,5585,2057,4306
2021-01-24,25597,16638,4863,1791,3749
2021-01-25,27642,17967,5251,1934,4049
2021-01-26,27580,17927,5240,1930,4040
2021-01-27,27090,17608,5147,1896,3968
2021-01-28,27961,18174,5312,1957,4096
2021-01-29,27452,17843,5215,1921,4021
2021-01-30,28620,18603,5437,2003,4192
2021-01-31,24150,15697,4588,1690,3537
2021-02-01,27095,17611,5148,1896,3969
2021-02-02,26521,17238,5038,1856,3885
2021-02-03,27324,17760,5191,1912,4002
2021-02-04,27094,17611,5147,1896,3969
2021-02-05,28742,18682,5460,2011,4210
2021-02-06,28493,18520,5413,1994,4174
2021-02-07,25464,16551,4838,1782,3730
2021-02-08,26386,17150,5013,1847,3865
2021-02-09,25787,16761,4899,1805,3777
2021-02-10,26643,17317,5062,1865,3903
2021-02-11,26931,17505,5116,1885,3945
2021-02-12,27701,18005,5263,1939,4058
2021-02-13,27771,18051,5276,1943,4068
2021-02-14,24057,15637,4570,1683,3524
2021-02-15,27061,17589,5141,1894,3964
2021-02-16,27048,17581,5139,1893,3962
2021-02-17,26870,17465,5105,1880,3936
2021-02-18,27853,18104,5292,1949,4080
2021-02-19,28011,18207,5322,1960,4103
2021-02-20,28188,18322,5355,1973,4129
2021-02-21,23557,15312,4475,1648,3451
2021-02-22,25872,16816,4915,1811,3790
2021-02-23,26360,17134,5008,1845,3861
2021-02-24,27122,17629,5153,1898,3973
2021-02-25,27592,17934,5242,1931,4042
2021-02-26,28421,18473,5399,1989,4163
2021-02-27,29363,19085,5578,2055,4301
2021-02-28,25802,16771,4902,1806,3779
2021-03-01,26844,17448,5100,1879,3932
2021-03-02,23920,15548,4544,1674,3504
2021-03-03,27323,17759,5191,1912,4002
2021-03-04,27593,17935,5242,1931,4042
2021-03-05,28192,18324,5356,1973,4130
2021-03-06,28721,18668,5456,2010,4207
2021-03-07,20641,13416,3921,1444,3023
2021-03-08,25402,16511,4826,1778,3721
2021-03-09,26457,17197,5026,1851,3875
2021-03-10,26124,16980,4963,1828,3827
2021-03-11,26483,17213,5031,1853,3879
2021-03-12,26957,17522,5121,1886,3949
2021-03-13,28082,18253,5335,1965,4114
2021-03-14,21287,13836,4044,1490,3118
2021-03-15,26018,16911,4943,1821,3811
2021-03-16,25932,16855,4927,1815,3799
2021-03-17,26303,17096,4997,1841,3853
2021-03-18,26401,17160,5016,1848,3867
2021-03-19,27285,17735,5184,1909,3997
2021-03-20,27286,17735,5184,1910,3997
2021-03-21,22275,14478,4232,1559,3263
2021-03-22,26743,17382,5081,1872,3917
2021-03-23,26548,17256,5044,1858,3889
2021-03-24,26642,17317,5061,1864,3903
2021-03-25,26474,17208,5030,1853,3878
2021-03-26,27068,17594,5142,1894,3965
2021-03-27,27488,17867,5222,1924,4026
2021-03-28,21875,14218,4156,1531,3204
2021-03-29,25456,16546,4836,1781,3729
2021-03-30,26284,17084,4993,1839,3850
2021-03-31,26464,17201,5028,1852,3876
2021-04-01,26368,17139,5009,1845,3862
2021-04-02,26754,17390,5083,1872,3919
2021-04-03,28835,18742,5478,2018,4224
2021-04-04,28736,18678,5459,2011,4209
2021-04-05,25461,16549,4837,1782,3730
2021-04-06,26221,17043,4981,1835,3841
2021-04-07,25671,16686,4877,1796,3760
2021-04-08,25473,16557,4839,1783,3731
2021-04-09,26517,17236,5038,1856,3884
2021-04-10,25727,16722,4888,1800,3769
2021-04-11,21138,13739,4016,1479,3096
2021-04-12,24914,16194,4733,1743,3649
2021-04-13,25217,16391,4791,1765,3694
2021-04-14,24979,16236,4746,1748,3659
2021-04-15,25661,16679,4875,1796,3759
2021-04-16,26421,17173,5019,1849,3870
2021-04-17,25185,16370,4785,1762,3689
2021-04-18,19308,12550,3668,1351,2828
2021-04-19,24401,15860,4636,1708,3574
2021-04-20,25437,16534,4833,1780,3726
2021-04-21,25546,16604,4853,1788,3742
2021-04-22,25868,16814,4914,1810,3789
2021-04-23,26650,17322,5063,1865,3904
2021-04-24,26945,17514,5119,1886,3947
2021-04-25,18548,12056,3524,1298,2717
2021-04-26,25131,16335,4774,1759,3681
2021-04-27,25768,16749,4895,1803,3775
2021-04-28,28399,18459,5395,1987,4160
2021-04-29,29840,19396,5669,2088,4371
2021-04-30,21564,14016,4097,1509,3159
2021-05-01,19050,12382,3619,1333,2790
2021-05-02,28405,18463,5396,1988,4161
2021-05-03,16868,10964,3204,1180,2471
2021-05-04,24960,16224,4742,1747,3656
2021-05-05,24813,16128,4714,1736,3635
2021-05-06,26418,17171,5019,1849,3870
2021-05-07,28206,18333,5359,1974,4132
2021-05-08,29009,18855,5511,2030,4249
2021-05-09,22524,14640,4279,1576,3299
2021-05-10,27254,17715,5178,1907,3992
2021-05-11,26574,17273,5049,1860,3893
2021-05-12,25002,16251,4750,1750,3662
2021-05-13,18455,11995,3506,1291,2703
2021-05-14,25874,16818,4916,1811,3790
2021-05-15,27836,18093,5288,1948,4077
2021-05-16,24903,16186,4731,1743,3648
2021-05-17,27251,17713,5177,1907,3992
2021-05-18,27356,17781,5197,1914,4007
2021-05-19,27632,17960,5250,1934,4048
2021-05-20,26582,17278,5050,1860,3894
2021-05-21,27948,18166,5310,1956,4094
2021-05-22,28262,18370,5369,1978,4140
2021-05-23,24543,15952,4663,1718,3595
2021-05-24,26574,17273,5049,1860,3893
2021-05-25,27387,17801,5203,1917,4012
2021-05-26,27983,18188,5316,1958,4099
2021-05-27,27866,18112,5294,1950,4082
2021-05-28,26876,17469,5106,1881,3937
2021-05-29,26626,17306,5058,1863,3900
2021-05-30,23431,15230,4451,1640,3432
2021-05-31,26489,17217,5032,1854,3880
2021-06-01,27070,17595,5143,1894,3965
2021-06-02,27587,17931,5241,1931,4041
2021-06-03,27658,17977,5255,1936,4051
2021-06-04,28334,18417,5383,1983,4150
2021-06-05,28153,18299,5349,1970,4124
2021-06-06,23517,15286,4468,1646,3445
2021-06-07,26574,17273,5049,1860,3893
2021-06-08,26988,17542,5127,1889,3953
2021-06-09,27982,18188,5316,1958,4099
2021-06-10,27988,18192,5317,1959,4100
2021-06-11,28738,18679,5460,2011,4210
2021-06-12,29749,19336,5652,2082,4358
2021-06-13,25315,16454,4809,1772,3708
2021-06-14,26832,17440,5098,1878,3930
2021-06-15,27806,18073,5283,1946,4073
2021-06-16,27467,17853,5218,1922,4023
2021-06-17,27920,18148,5304,1954,4090
2021-06-18,28011,18207,5322,1960,4103
2021-06-19,23298,15143,4426,1630,3413
2021-06-20,21607,14044,4105,1512,3165
2021-06-21,22477,14610,4270,1573,3292
2021-06-22,24957,16222,4741,1746,3656
2021-06-23,23552,15308,4474,1648,3450
2021-06-24,25961,16874,4932,1817,3803
2021-06-25,26671,17336,5067,1866,3907
2021-06-26,26867,17463,5104,1880,3936
2021-06-27,23016,14960,4373,1611,3371
2021-06-28,26777,17405,5087,1874,3922
2021-06-29,27011,17557,5132,1890,3957
2021-06-30,26595,17286,5053,1861,3896
2021-07-01,27780,18057,5278,1944,4069
2021-07-02,28111,18272,5341,1967,4118
2021-07-03,27822,18084,5286,1947,4075
2021-07-04,22863,14860,4343,1600,3349
2021-07-05,26739,17380,5080,1871,3917
2021-07-06,28386,18450,5393,1987,4158
2021-07-07,27024,17565,5134,1891,3959
2021-07-08,25596,16637,4863,1791,3749
2021-07-09,27773,18052,5276,1944,4068
2021-07-10,26417,17171,5019,1849,3870
2021-07-11,22512,14632,4277,1575,3298
2021-07-12,25099,16314,4768,1756,3677
2021-07-13,26233,17051,4984,1836,3843
2021-07-14,26011,16907,4942,1820,3810
2021-07-15,26444,17188,5024,1851,3874
2021-07-16,27832,18090,5288,1948,4077
2021-07-17,28419,18472,5399,1989,4163
2021-07-18,24297,15793,4616,1700,3559
2021-07-19,26833,17441,5098,1878,3931
2021-07-20,19645,12769,3732,1375,2877
2021-07-21,24011,15607,4562,1680,3517
2021-07-22,25526,16591,4849,1786,3739
2021-07-23,28476,18509,5410,1993,4171
2021-07-24,30293,19690,5755,2120,4437
2021-07-25,24703,16056,4693,1729,3618
2021-07-26,24118,15676,4582,1688,3533
2021-07-27,28997,18848,5509,2029,4248
2021-07-28,27129,17633,5154,1899,3974
2021-07-29,28824,18735,5476,2017,4222
2021-07-30,28488,18517,5412,1994,4173
2021-07-31,28128,18283,5344,1968,4120
2021-08-01,31828,20688,6047,2227,4662
2021-08-02,30411,19767,5778,2128,4455
2021-08-03,27972,18181,5314,1958,4097
2021-08-04,32489,21117,6172,2274,4759
2021-08-05,30020,19513,5703,2101,4397
2021-08-06,32623,21204,6198,2283,4779
2021-08-07,30381,19747,5772,2126,4450
2021-08-08,31742,20632,6030,2221,4650
2021-08-09,32237,20954,6125,2256,4722
2021-08-10,32000,20800,6080,2240,4688
2021-08-11,26694,17351,5071,1868,3910
2021-08-12,26222,17044,4982,1835,3841
2021-08-13,26454,17195,5026,1851,3875
2021-08-14,32646,21219,6202,2285,4782
2021-08-15,29571,19221,5618,2069,4332
2021-08-16,29780,19357,5658,2084,4362
2021-08-17,31383,20398,5962,2196,4597
2021-08-18,31352,20378,5956,2194,4593
2021-08-19,32217,20941,6121,2255,4719
2021-08-20,31193,20275,5926,2183,4569
2021-08-21,30675,19938,5828,2147,4493
2021-08-22,26198,17028,4977,1833,3838
2021-08-23,32800,21320,6232,2296,4805
2021-08-24,31370,20390,5960,2195,4595
2021-08-25,26442,17187,5023,1850,3873
2021-08-26,28926,18801,5495,2024,4237
2021-08-27,27641,17966,5251,1934,4049
2021-08-28,28390,18453,5394,1987,4159
2021-08-29,30629,19908,5819,2144,4487
2021-08-30,29905,19438,5681,2093,4381
2021-08-31,32543,21152,6183,2278,4767
2021-09-01,23498,15273,4464,1644,3442
2021-09-02,25663,16680,4875,1796,3759
2021-09-03,27147,17645,5157,1900,3977
2021-09-04,26142,16992,4966,1829,3829
2021-09-05,26315,17104,4999,1842,3855
2021-09-06,20732,13475,3939,1451,3037
2021-09-07,24010,15606,4561,1680,3517
2021-09-08,26226,17046,4982,1835,3842
2021-09-09,27391,17804,5204,1917,4012
2021-09-10,24143,15692,4587,1690,3536
